saldo_cuenta,meses,historia_crediticia,uso,cantidad,saldo_cuenta_ahorro,años_trabajando,tasa_de_interes,genero_estado_civil,aval,años_actual_domicilio,activos,edad,planes_de_pago,casa,numero_creditos,situacion_laboral,dependientes_economicos,telefono,extranjero,credito_pagado
sin_cuenta,9,pago_algun_credito,TV,2753,100_a_500,mas_de_7,3,hombre_soltero,,4,otro_tipo,35,,propia,1,gobierno,1,1,1,1
menor_a_cero,12,pago_algun_credito,coche_nuevo,3651,mas_de_1000,1_a_4,1,hombre_soltero,,3,seguro_vida,31,,propia,1,gobierno,2,0,1,1
menor_a_cero,15,no_ha_pagado,mobiliario,975,menor_100,1_a_4,2,hombre_divorciado,,3,seguro_vida,25,,propia,2,gobierno,1,0,1,1
cero_a_200,15,pago_algun_credito,reparaciones,2631,100_a_500,1_a_4,3,mujer_no_soltera,,2,bienes_raices,25,,propia,1,obrero,1,0,1,1
cero_a_200,24,pago_algun_credito,TV,2896,100_a_500,menor_a_1,2,hombre_soltero,,1,otro_tipo,29,,propia,1,gobierno,1,0,1,1
menor_a_cero,6,no_ha_pagado,coche_nuevo,4716,,menor_a_1,1,hombre_soltero,,3,bienes_raices,44,,propia,2,obrero,2,0,1,1
sin_cuenta,24,pago_algun_credito,TV,2284,menor_100,4_a_7,4,hombre_soltero,,2,otro_tipo,28,,propia,1,gobierno,1,1,1,1
sin_cuenta,6,pago_algun_credito,coche_usado,1236,500_a_1000,1_a_4,2,hombre_soltero,,4,seguro_vida,50,,renta,1,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,TV,1103,menor_100,4_a_7,4,hombre_soltero,aval,3,bienes_raices,29,,propia,2,gobierno,1,0,0,1
sin_cuenta,12,no_ha_pagado,coche_nuevo,926,menor_100,desempleado,1,mujer_no_soltera,,2,seguro_vida,38,,propia,1,desempleado,1,0,1,1
sin_cuenta,18,no_ha_pagado,TV,1800,menor_100,1_a_4,4,hombre_soltero,,2,otro_tipo,24,,propia,2,gobierno,1,0,1,1
mas_de_200,15,pago_algun_credito,colegiaturas,1905,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,40,,renta,1,administrativo,1,1,1,1
sin_cuenta,12,pago_algun_credito,mobiliario,1123,500_a_1000,1_a_4,4,mujer_no_soltera,,4,otro_tipo,29,,renta,1,obrero,1,0,1,0
menor_a_cero,48,no_ha_pagado,coche_usado,6331,menor_100,mas_de_7,4,hombre_soltero,,4,sin_activos,46,,prestada,2,gobierno,1,1,1,0
mas_de_200,24,pago_algun_credito,TV,1377,100_a_500,mas_de_7,4,mujer_no_soltera,,2,sin_activos,47,,prestada,1,gobierno,1,1,1,1
cero_a_200,30,pago_retrasado,poner_negocio,2503,100_a_500,mas_de_7,4,hombre_soltero,,2,seguro_vida,41,departamental,propia,2,gobierno,1,0,1,1
cero_a_200,27,pago_algun_credito,poner_negocio,2528,menor_100,menor_a_1,4,mujer_no_soltera,,1,seguro_vida,32,,propia,1,gobierno,2,1,1,1
sin_cuenta,15,pago_algun_credito,coche_nuevo,5324,500_a_1000,mas_de_7,1,mujer_no_soltera,,4,sin_activos,35,,prestada,1,gobierno,1,0,1,1
cero_a_200,48,pago_algun_credito,coche_nuevo,6560,100_a_500,4_a_7,3,hombre_soltero,,2,seguro_vida,24,,propia,1,gobierno,1,0,1,0
cero_a_200,12,sin_creditos,mobiliario,2969,menor_100,menor_a_1,4,mujer_no_soltera,,3,seguro_vida,25,,renta,2,gobierno,1,0,1,0
cero_a_200,9,pago_algun_credito,TV,1206,menor_100,mas_de_7,4,mujer_no_soltera,,4,bienes_raices,25,,propia,1,gobierno,1,0,1,1
cero_a_200,9,pago_algun_credito,TV,2118,menor_100,1_a_4,2,hombre_soltero,,2,bienes_raices,37,,propia,1,obrero,2,0,1,1
sin_cuenta,18,no_ha_pagado,TV,629,500_a_1000,mas_de_7,4,hombre_soltero,,3,seguro_vida,32,bancario,propia,2,administrativo,1,1,1,1
menor_a_cero,6,pago_todos,colegiaturas,1198,menor_100,mas_de_7,4,mujer_no_soltera,,4,sin_activos,35,,prestada,1,gobierno,1,0,1,0
sin_cuenta,21,pago_algun_credito,coche_usado,2476,,mas_de_7,4,hombre_soltero,,4,bienes_raices,46,,propia,1,administrativo,1,1,1,1
menor_a_cero,9,no_ha_pagado,TV,1138,menor_100,1_a_4,4,hombre_soltero,,4,bienes_raices,25,,propia,2,obrero,1,0,1,1
cero_a_200,60,pago_algun_credito,coche_nuevo,14027,menor_100,4_a_7,4,hombre_soltero,,2,sin_activos,27,,propia,1,administrativo,1,1,1,0
sin_cuenta,30,no_ha_pagado,coche_usado,7596,,mas_de_7,1,hombre_soltero,,4,otro_tipo,63,,propia,2,gobierno,1,0,1,1
sin_cuenta,30,no_ha_pagado,TV,3077,,mas_de_7,3,hombre_soltero,,2,otro_tipo,40,,propia,2,gobierno,2,1,1,1
sin_cuenta,18,pago_algun_credito,TV,1505,menor_100,1_a_4,4,hombre_soltero,,2,sin_activos,32,,prestada,1,administrativo,1,1,1,1
mas_de_200,24,no_ha_pagado,TV,3148,,1_a_4,3,hombre_soltero,,2,otro_tipo,31,,propia,2,gobierno,1,1,1,1
cero_a_200,20,sin_creditos,coche_usado,6148,100_a_500,mas_de_7,3,hombre_divorciado,,4,otro_tipo,31,bancario,propia,2,gobierno,1,1,1,1
mas_de_200,9,sin_creditos,TV,1337,menor_100,menor_a_1,4,hombre_soltero,,2,otro_tipo,34,,propia,2,administrativo,1,1,1,0
cero_a_200,6,pago_todos,colegiaturas,433,mas_de_1000,menor_a_1,4,mujer_no_soltera,,2,seguro_vida,24,bancario,renta,1,gobierno,2,0,1,0
menor_a_cero,12,pago_algun_credito,coche_nuevo,1228,menor_100,1_a_4,4,mujer_no_soltera,,2,bienes_raices,24,,propia,1,obrero,1,0,1,0
cero_a_200,9,pago_algun_credito,TV,790,500_a_1000,1_a_4,4,mujer_no_soltera,,3,bienes_raices,66,,propia,1,obrero,1,0,1,1
sin_cuenta,27,pago_algun_credito,coche_nuevo,2570,menor_100,1_a_4,3,mujer_no_soltera,,3,bienes_raices,21,,renta,1,gobierno,1,0,1,0
sin_cuenta,6,no_ha_pagado,coche_nuevo,250,mas_de_1000,1_a_4,2,mujer_no_soltera,,2,bienes_raices,41,bancario,propia,2,obrero,1,0,1,1
sin_cuenta,15,no_ha_pagado,TV,1316,500_a_1000,1_a_4,2,hombre_divorciado,,2,seguro_vida,47,,propia,2,obrero,1,0,1,1
menor_a_cero,18,pago_algun_credito,TV,1882,menor_100,1_a_4,4,mujer_no_soltera,,4,otro_tipo,25,bancario,renta,2,gobierno,1,0,1,0
cero_a_200,48,pago_todos,poner_negocio,6416,menor_100,mas_de_7,4,mujer_no_soltera,,3,sin_activos,59,,renta,1,gobierno,1,0,1,0
mas_de_200,24,no_ha_pagado,poner_negocio,1275,mas_de_1000,1_a_4,2,hombre_divorciado,,4,bienes_raices,36,,propia,2,gobierno,1,1,1,1
cero_a_200,24,pago_retrasado,TV,6403,menor_100,menor_a_1,1,hombre_soltero,,2,otro_tipo,33,,propia,1,gobierno,1,0,1,1
menor_a_cero,24,pago_algun_credito,TV,1987,menor_100,1_a_4,2,hombre_soltero,,4,bienes_raices,21,,renta,1,obrero,2,0,1,0
cero_a_200,8,pago_algun_credito,TV,760,menor_100,4_a_7,4,mujer_no_soltera,aval,2,bienes_raices,44,,propia,1,obrero,1,0,1,1
sin_cuenta,24,pago_algun_credito,coche_usado,2603,mas_de_1000,1_a_4,2,mujer_no_soltera,,4,otro_tipo,28,,renta,1,gobierno,1,1,1,1
sin_cuenta,4,no_ha_pagado,coche_nuevo,3380,menor_100,4_a_7,1,mujer_no_soltera,,1,bienes_raices,37,,propia,1,gobierno,2,0,1,1
cero_a_200,36,pago_todos,utensilios_hogar,3990,,menor_a_1,3,mujer_no_soltera,,2,sin_activos,29,bancario,propia,1,desempleado,1,0,1,1
cero_a_200,24,pago_algun_credito,coche_usado,11560,menor_100,1_a_4,1,mujer_no_soltera,,4,otro_tipo,23,,renta,2,administrativo,1,0,1,0
menor_a_cero,18,pago_algun_credito,coche_nuevo,4380,100_a_500,1_a_4,3,hombre_soltero,,4,otro_tipo,35,,propia,1,obrero,2,1,1,1
sin_cuenta,6,no_ha_pagado,coche_nuevo,6761,menor_100,4_a_7,1,hombre_soltero,,3,sin_activos,45,,propia,2,administrativo,2,1,1,1
cero_a_200,30,sin_creditos,poner_negocio,4280,100_a_500,1_a_4,4,mujer_no_soltera,,4,otro_tipo,26,,renta,2,obrero,1,0,1,0
menor_a_cero,24,pago_todos,coche_nuevo,2325,100_a_500,4_a_7,2,hombre_soltero,,3,otro_tipo,32,bancario,propia,1,gobierno,1,0,1,1
cero_a_200,10,pago_todos,TV,1048,menor_100,1_a_4,4,hombre_soltero,,4,bienes_raices,23,departamental,propia,1,obrero,1,0,1,1
sin_cuenta,21,pago_algun_credito,TV,3160,,mas_de_7,4,hombre_soltero,,3,seguro_vida,41,,propia,1,gobierno,1,1,1,1
menor_a_cero,24,pago_todos,mobiliario,2483,500_a_1000,1_a_4,4,hombre_soltero,,4,bienes_raices,22,departamental,propia,1,gobierno,1,1,1,1
menor_a_cero,39,no_ha_pagado,mobiliario,14179,,4_a_7,4,hombre_soltero,,4,seguro_vida,30,,propia,2,administrativo,1,1,1,1
menor_a_cero,13,no_ha_pagado,poner_negocio,1797,menor_100,menor_a_1,3,hombre_soltero,,1,seguro_vida,28,bancario,propia,2,obrero,1,0,1,1
menor_a_cero,15,pago_algun_credito,coche_nuevo,2511,menor_100,desempleado,1,mujer_no_soltera,,4,otro_tipo,23,,renta,1,gobierno,1,0,1,1
menor_a_cero,12,pago_algun_credito,coche_nuevo,1274,menor_100,menor_a_1,3,mujer_no_soltera,,1,bienes_raices,37,,propia,1,obrero,1,0,1,0
sin_cuenta,21,pago_algun_credito,coche_usado,5248,,1_a_4,1,hombre_soltero,,3,otro_tipo,26,,propia,1,gobierno,1,0,1,1
sin_cuenta,15,pago_algun_credito,coche_usado,3029,menor_100,4_a_7,2,hombre_soltero,,2,otro_tipo,33,,propia,1,gobierno,1,0,1,1
menor_a_cero,6,pago_algun_credito,mobiliario,428,menor_100,mas_de_7,2,mujer_no_soltera,,1,seguro_vida,49,bancario,propia,1,gobierno,1,1,1,1
menor_a_cero,18,pago_algun_credito,coche_nuevo,976,menor_100,menor_a_1,1,mujer_no_soltera,,2,otro_tipo,23,,propia,1,obrero,1,0,1,0
cero_a_200,12,pago_algun_credito,poner_negocio,841,100_a_500,4_a_7,2,mujer_no_soltera,,4,bienes_raices,23,,renta,1,obrero,1,0,1,1
sin_cuenta,30,no_ha_pagado,TV,5771,menor_100,4_a_7,4,mujer_no_soltera,,2,otro_tipo,25,,propia,2,gobierno,1,0,1,1
sin_cuenta,12,pago_retrasado,reparaciones,1555,mas_de_1000,mas_de_7,4,hombre_soltero,,4,sin_activos,55,,prestada,2,gobierno,2,0,1,0
menor_a_cero,24,pago_algun_credito,coche_nuevo,1285,,4_a_7,4,mujer_no_soltera,,4,sin_activos,32,,renta,1,gobierno,1,0,1,0
mas_de_200,6,no_ha_pagado,coche_nuevo,1299,menor_100,1_a_4,1,hombre_soltero,,1,bienes_raices,74,,propia,3,desempleado,2,0,0,1
mas_de_200,15,no_ha_pagado,TV,1271,,1_a_4,3,hombre_soltero,,4,sin_activos,39,,prestada,2,gobierno,1,1,1,0
sin_cuenta,24,pago_algun_credito,coche_nuevo,1393,menor_100,1_a_4,2,hombre_soltero,aval,2,bienes_raices,31,,propia,1,gobierno,1,1,1,1
menor_a_cero,12,no_ha_pagado,coche_nuevo,691,menor_100,mas_de_7,4,hombre_soltero,,3,seguro_vida,35,,propia,2,gobierno,1,0,1,0
sin_cuenta,15,no_ha_pagado,coche_nuevo,5045,,mas_de_7,1,mujer_no_soltera,,4,otro_tipo,59,,propia,1,gobierno,1,1,1,1
menor_a_cero,18,no_ha_pagado,mobiliario,2124,menor_100,1_a_4,4,mujer_no_soltera,,4,bienes_raices,24,,renta,2,gobierno,1,0,1,0
menor_a_cero,12,pago_algun_credito,TV,2214,menor_100,1_a_4,4,hombre_soltero,,3,seguro_vida,24,,propia,1,obrero,1,0,1,1
sin_cuenta,21,no_ha_pagado,coche_nuevo,12680,,mas_de_7,4,hombre_soltero,,4,sin_activos,30,,prestada,1,administrativo,1,1,1,0
sin_cuenta,24,no_ha_pagado,coche_nuevo,2463,100_a_500,4_a_7,4,hombre_divorciado,,3,seguro_vida,27,,propia,2,gobierno,1,1,1,1
cero_a_200,12,pago_algun_credito,TV,1155,menor_100,mas_de_7,3,hombre_divorciado,aval,3,bienes_raices,40,bancario,propia,2,obrero,1,0,1,1
menor_a_cero,30,pago_algun_credito,mobiliario,3108,menor_100,menor_a_1,2,hombre_divorciado,,4,seguro_vida,31,,propia,1,obrero,1,0,1,0
sin_cuenta,10,pago_algun_credito,coche_usado,2901,,menor_a_1,1,mujer_no_soltera,,4,bienes_raices,31,,renta,1,gobierno,1,0,1,1
cero_a_200,12,no_ha_pagado,mobiliario,3617,menor_100,mas_de_7,1,hombre_soltero,,4,otro_tipo,28,,renta,3,gobierno,1,1,1,1
sin_cuenta,12,no_ha_pagado,TV,1655,menor_100,mas_de_7,2,hombre_soltero,,4,bienes_raices,63,,propia,2,obrero,1,1,1,1
menor_a_cero,24,pago_algun_credito,coche_usado,2812,,mas_de_7,2,mujer_no_soltera,,4,bienes_raices,26,,renta,1,gobierno,1,0,1,1
menor_a_cero,36,no_ha_pagado,colegiaturas,8065,menor_100,1_a_4,3,mujer_no_soltera,,2,sin_activos,25,,propia,2,administrativo,1,1,1,0
sin_cuenta,21,no_ha_pagado,coche_usado,3275,menor_100,mas_de_7,1,hombre_soltero,,4,otro_tipo,36,,propia,1,administrativo,1,1,1,1
sin_cuenta,24,no_ha_pagado,TV,2223,100_a_500,mas_de_7,4,hombre_soltero,,4,seguro_vida,52,bancario,propia,2,gobierno,1,0,1,1
mas_de_200,12,no_ha_pagado,coche_nuevo,1480,500_a_1000,desempleado,2,hombre_soltero,,4,sin_activos,66,bancario,prestada,3,desempleado,1,0,1,1
menor_a_cero,24,pago_algun_credito,coche_nuevo,1371,,1_a_4,4,mujer_no_soltera,,4,bienes_raices,25,,renta,1,gobierno,1,0,1,0
sin_cuenta,36,no_ha_pagado,coche_nuevo,3535,menor_100,4_a_7,4,hombre_soltero,,4,otro_tipo,37,,propia,2,gobierno,1,1,1,1
menor_a_cero,18,pago_algun_credito,TV,3509,menor_100,4_a_7,4,mujer_no_soltera,aval,1,bienes_raices,25,,propia,1,gobierno,1,0,1,1
sin_cuenta,36,no_ha_pagado,coche_usado,5711,mas_de_1000,mas_de_7,4,hombre_soltero,,2,otro_tipo,38,,propia,2,administrativo,1,1,1,1
cero_a_200,18,pago_algun_credito,reparaciones,3872,menor_100,desempleado,2,mujer_no_soltera,,4,otro_tipo,67,,propia,1,gobierno,1,1,1,1
cero_a_200,39,no_ha_pagado,TV,4933,menor_100,4_a_7,2,hombre_soltero,aval,2,bienes_raices,25,,propia,2,gobierno,1,0,1,0
sin_cuenta,24,no_ha_pagado,coche_nuevo,1940,mas_de_1000,mas_de_7,4,hombre_soltero,,4,bienes_raices,60,,propia,1,gobierno,1,1,1,1
cero_a_200,12,sin_creditos,reestructuración,1410,menor_100,1_a_4,2,hombre_soltero,,2,bienes_raices,31,,propia,1,obrero,1,1,1,1
cero_a_200,12,pago_algun_credito,coche_nuevo,836,100_a_500,menor_a_1,4,mujer_no_soltera,,2,seguro_vida,23,bancario,propia,1,obrero,1,0,1,0
cero_a_200,20,pago_algun_credito,coche_usado,6468,,desempleado,1,hombre_divorciado,,4,bienes_raices,60,,propia,1,administrativo,1,1,1,1
cero_a_200,18,pago_algun_credito,poner_negocio,1941,mas_de_1000,1_a_4,4,hombre_soltero,,2,seguro_vida,35,,propia,1,obrero,1,1,1,1
sin_cuenta,22,pago_algun_credito,TV,2675,500_a_1000,mas_de_7,3,hombre_soltero,,4,otro_tipo,40,,propia,1,gobierno,1,0,1,1
sin_cuenta,48,no_ha_pagado,coche_usado,2751,,mas_de_7,4,hombre_soltero,,3,otro_tipo,38,,propia,2,gobierno,2,1,1,1
cero_a_200,48,pago_retrasado,colegiaturas,6224,menor_100,mas_de_7,4,hombre_soltero,,4,sin_activos,50,,prestada,1,gobierno,1,0,1,0
menor_a_cero,40,no_ha_pagado,colegiaturas,5998,menor_100,1_a_4,4,hombre_soltero,,3,sin_activos,27,bancario,propia,1,gobierno,1,1,1,0
cero_a_200,21,pago_algun_credito,poner_negocio,1188,menor_100,mas_de_7,2,mujer_no_soltera,,4,seguro_vida,39,,propia,1,gobierno,2,0,1,0
sin_cuenta,24,pago_algun_credito,coche_usado,6313,,mas_de_7,3,hombre_soltero,,4,otro_tipo,41,,propia,1,administrativo,2,1,1,1
sin_cuenta,6,no_ha_pagado,mobiliario,1221,,1_a_4,1,hombre_divorciado,,2,seguro_vida,27,,propia,2,gobierno,1,0,1,1
mas_de_200,24,pago_algun_credito,mobiliario,2892,menor_100,mas_de_7,3,hombre_divorciado,,4,sin_activos,51,,prestada,1,gobierno,1,0,1,1
sin_cuenta,24,pago_algun_credito,mobiliario,3062,500_a_1000,mas_de_7,4,hombre_soltero,,3,sin_activos,32,,renta,1,gobierno,1,1,1,1
sin_cuenta,9,pago_algun_credito,mobiliario,2301,100_a_500,menor_a_1,2,mujer_no_soltera,,4,seguro_vida,22,,renta,1,gobierno,1,0,1,1
menor_a_cero,18,pago_algun_credito,coche_usado,7511,,mas_de_7,1,hombre_soltero,,4,seguro_vida,51,,prestada,1,gobierno,2,1,1,0
sin_cuenta,12,no_ha_pagado,mobiliario,1258,menor_100,menor_a_1,2,mujer_no_soltera,,4,seguro_vida,22,,renta,2,obrero,1,0,1,1
sin_cuenta,24,pago_retrasado,coche_nuevo,717,,mas_de_7,4,hombre_divorciado,,4,otro_tipo,54,,propia,2,gobierno,1,1,1,1
cero_a_200,9,pago_algun_credito,coche_nuevo,1549,,menor_a_1,4,hombre_soltero,,2,bienes_raices,35,,propia,1,desempleado,1,0,1,1
sin_cuenta,24,no_ha_pagado,colegiaturas,1597,menor_100,mas_de_7,4,hombre_soltero,,4,sin_activos,54,,prestada,2,gobierno,2,0,1,1
cero_a_200,18,no_ha_pagado,TV,1795,menor_100,mas_de_7,3,mujer_no_soltera,aval,4,bienes_raices,48,bancario,renta,2,obrero,1,1,1,1
menor_a_cero,20,no_ha_pagado,mobiliario,4272,menor_100,mas_de_7,1,mujer_no_soltera,,4,seguro_vida,24,,propia,2,gobierno,1,0,1,1
sin_cuenta,12,no_ha_pagado,TV,976,,mas_de_7,4,hombre_soltero,,4,otro_tipo,35,,propia,2,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,coche_nuevo,7472,,desempleado,1,mujer_no_soltera,,2,bienes_raices,24,,renta,1,desempleado,1,0,1,1
menor_a_cero,36,pago_algun_credito,coche_nuevo,9271,menor_100,4_a_7,2,hombre_soltero,,1,otro_tipo,24,,propia,1,gobierno,1,1,1,0
cero_a_200,6,pago_algun_credito,TV,590,menor_100,menor_a_1,3,hombre_divorciado,,3,bienes_raices,26,,propia,1,obrero,1,0,0,1
sin_cuenta,12,no_ha_pagado,TV,930,,mas_de_7,4,hombre_soltero,,4,bienes_raices,65,,propia,4,gobierno,1,0,1,1
cero_a_200,42,pago_todos,coche_usado,9283,menor_100,desempleado,1,hombre_soltero,,2,sin_activos,55,bancario,prestada,1,administrativo,1,1,1,1
cero_a_200,15,sin_creditos,coche_nuevo,1778,menor_100,menor_a_1,2,mujer_no_soltera,,1,bienes_raices,26,,renta,2,desempleado,1,0,1,0
cero_a_200,8,pago_algun_credito,poner_negocio,907,menor_100,menor_a_1,3,hombre_divorciado,,2,bienes_raices,26,,propia,1,gobierno,1,1,1,1
cero_a_200,6,pago_algun_credito,TV,484,menor_100,4_a_7,3,hombre_divorciado,aval,3,bienes_raices,28,bancario,propia,1,obrero,1,0,1,1
menor_a_cero,36,no_ha_pagado,coche_usado,9629,menor_100,4_a_7,4,hombre_soltero,,4,otro_tipo,24,,propia,2,gobierno,1,1,1,0
menor_a_cero,48,pago_algun_credito,utensilios_hogar,3051,menor_100,1_a_4,3,hombre_soltero,,4,otro_tipo,54,,propia,1,gobierno,1,0,1,0
menor_a_cero,48,pago_algun_credito,coche_nuevo,3931,menor_100,4_a_7,4,hombre_soltero,,4,sin_activos,46,,prestada,1,gobierno,2,0,1,0
cero_a_200,36,pago_retrasado,coche_nuevo,7432,menor_100,1_a_4,2,mujer_no_soltera,,2,seguro_vida,54,,renta,1,gobierno,1,0,1,1
sin_cuenta,6,pago_algun_credito,utensilios_hogar,1338,500_a_1000,1_a_4,1,hombre_divorciado,,4,bienes_raices,62,,propia,1,gobierno,1,0,1,1
sin_cuenta,6,no_ha_pagado,TV,1554,menor_100,4_a_7,1,mujer_no_soltera,,2,otro_tipo,24,,renta,2,gobierno,1,1,1,1
menor_a_cero,36,pago_algun_credito,otros,15857,menor_100,desempleado,2,hombre_divorciado,,3,otro_tipo,43,,propia,1,administrativo,1,0,1,1
menor_a_cero,18,pago_algun_credito,TV,1345,menor_100,1_a_4,4,hombre_divorciado,,3,bienes_raices,26,bancario,propia,1,gobierno,1,0,1,0
sin_cuenta,12,pago_algun_credito,coche_nuevo,1101,menor_100,1_a_4,3,hombre_divorciado,,2,bienes_raices,27,,propia,2,gobierno,1,1,1,1
mas_de_200,12,pago_algun_credito,TV,3016,menor_100,1_a_4,3,hombre_divorciado,,1,otro_tipo,24,,propia,1,gobierno,1,0,1,1
menor_a_cero,36,pago_algun_credito,mobiliario,2712,menor_100,mas_de_7,2,hombre_soltero,,2,seguro_vida,41,bancario,propia,1,gobierno,2,0,1,0
menor_a_cero,8,no_ha_pagado,coche_nuevo,731,menor_100,mas_de_7,4,hombre_soltero,,4,bienes_raices,47,,propia,2,obrero,1,0,1,1
sin_cuenta,18,no_ha_pagado,mobiliario,3780,menor_100,menor_a_1,3,hombre_divorciado,,2,otro_tipo,35,,propia,2,administrativo,1,1,1,1
menor_a_cero,21,no_ha_pagado,coche_nuevo,1602,menor_100,mas_de_7,4,hombre_divorciado,,3,otro_tipo,30,,propia,2,gobierno,1,1,1,1
menor_a_cero,18,no_ha_pagado,coche_nuevo,3966,menor_100,mas_de_7,1,mujer_no_soltera,,4,bienes_raices,33,bancario,renta,3,gobierno,1,1,1,0
sin_cuenta,18,sin_creditos,poner_negocio,4165,menor_100,1_a_4,2,hombre_soltero,,2,otro_tipo,36,departamental,propia,2,gobierno,2,0,1,0
menor_a_cero,36,pago_algun_credito,coche_usado,8335,,mas_de_7,3,hombre_soltero,,4,sin_activos,47,,prestada,1,gobierno,1,0,1,0
cero_a_200,48,pago_retrasado,poner_negocio,6681,,1_a_4,4,hombre_soltero,,4,sin_activos,38,,prestada,1,gobierno,2,1,1,1
sin_cuenta,24,pago_retrasado,poner_negocio,2375,500_a_1000,1_a_4,4,hombre_soltero,,2,otro_tipo,44,,propia,2,gobierno,2,1,1,1
menor_a_cero,18,pago_algun_credito,coche_nuevo,1216,menor_100,menor_a_1,4,mujer_no_soltera,,3,otro_tipo,23,,renta,1,gobierno,1,1,1,0
menor_a_cero,45,sin_creditos,poner_negocio,11816,menor_100,mas_de_7,2,hombre_soltero,,4,otro_tipo,29,,renta,2,gobierno,1,0,1,0
cero_a_200,24,pago_algun_credito,TV,5084,,mas_de_7,2,mujer_no_soltera,,4,otro_tipo,42,,propia,1,gobierno,1,1,1,1
mas_de_200,15,pago_algun_credito,TV,2327,menor_100,menor_a_1,2,mujer_no_soltera,,3,bienes_raices,25,,propia,1,obrero,1,0,1,0
menor_a_cero,12,sin_creditos,coche_nuevo,1082,menor_100,1_a_4,4,hombre_soltero,,4,otro_tipo,48,bancario,propia,2,gobierno,1,0,1,0
sin_cuenta,12,pago_algun_credito,TV,886,,1_a_4,4,mujer_no_soltera,,2,otro_tipo,21,,propia,1,gobierno,1,0,1,1
sin_cuenta,4,pago_algun_credito,mobiliario,601,menor_100,menor_a_1,1,mujer_no_soltera,,3,bienes_raices,23,,renta,1,obrero,2,0,1,1
menor_a_cero,24,no_ha_pagado,coche_usado,2957,menor_100,mas_de_7,4,hombre_soltero,,4,seguro_vida,63,,propia,2,gobierno,1,1,1,1
sin_cuenta,24,no_ha_pagado,TV,2611,menor_100,mas_de_7,4,hombre_divorciado,,3,bienes_raices,46,,propia,2,gobierno,1,0,1,1
menor_a_cero,36,pago_algun_credito,mobiliario,5179,menor_100,4_a_7,4,hombre_soltero,,2,seguro_vida,29,,propia,1,gobierno,1,0,1,0
sin_cuenta,21,pago_retrasado,coche_usado,2993,menor_100,1_a_4,3,hombre_soltero,,2,bienes_raices,28,departamental,propia,2,obrero,1,0,1,1
sin_cuenta,18,pago_algun_credito,reparaciones,1943,menor_100,menor_a_1,4,mujer_no_soltera,,4,bienes_raices,23,,propia,1,gobierno,1,0,1,0
sin_cuenta,24,pago_todos,poner_negocio,1559,menor_100,4_a_7,4,hombre_soltero,,4,otro_tipo,50,bancario,propia,1,gobierno,1,1,1,1
sin_cuenta,18,pago_algun_credito,mobiliario,3422,menor_100,mas_de_7,4,hombre_soltero,,4,seguro_vida,47,bancario,propia,3,gobierno,2,1,1,1
cero_a_200,21,pago_algun_credito,mobiliario,3976,,4_a_7,2,hombre_soltero,,3,otro_tipo,35,,propia,1,gobierno,1,1,1,1
sin_cuenta,18,pago_algun_credito,coche_nuevo,6761,,1_a_4,2,hombre_soltero,,4,otro_tipo,68,,renta,2,gobierno,1,0,1,0
sin_cuenta,24,pago_algun_credito,coche_nuevo,1249,menor_100,menor_a_1,4,hombre_divorciado,,2,bienes_raices,28,,propia,1,gobierno,1,0,1,1
menor_a_cero,9,pago_algun_credito,TV,1364,menor_100,4_a_7,3,hombre_soltero,,4,bienes_raices,59,,propia,1,gobierno,1,0,1,1
menor_a_cero,12,pago_algun_credito,TV,709,menor_100,mas_de_7,4,hombre_soltero,,4,bienes_raices,57,departamental,propia,1,obrero,1,0,1,0
menor_a_cero,20,no_ha_pagado,coche_nuevo,2235,menor_100,1_a_4,4,hombre_divorciado,aval,2,seguro_vida,33,bancario,renta,2,gobierno,1,0,0,0
sin_cuenta,24,no_ha_pagado,coche_usado,4042,,4_a_7,3,hombre_soltero,,4,seguro_vida,43,,propia,2,gobierno,1,1,1,1
sin_cuenta,15,no_ha_pagado,TV,1471,menor_100,1_a_4,4,hombre_soltero,,4,sin_activos,35,,prestada,2,gobierno,1,1,1,1
menor_a_cero,18,pago_todos,coche_nuevo,1442,menor_100,4_a_7,4,hombre_soltero,,4,sin_activos,32,,prestada,2,obrero,2,0,1,0
sin_cuenta,36,pago_retrasado,coche_nuevo,10875,menor_100,mas_de_7,2,hombre_soltero,,2,otro_tipo,45,,propia,2,gobierno,2,1,1,1
sin_cuenta,24,pago_algun_credito,coche_nuevo,1474,100_a_500,menor_a_1,4,hombre_divorciado,,3,bienes_raices,33,,propia,1,gobierno,1,1,1,1
sin_cuenta,10,pago_algun_credito,reestructuración,894,,4_a_7,4,mujer_no_soltera,,3,seguro_vida,40,,propia,1,gobierno,1,1,1,1
sin_cuenta,15,no_ha_pagado,mobiliario,3343,menor_100,1_a_4,4,hombre_soltero,,2,sin_activos,28,,prestada,1,gobierno,1,1,1,1
menor_a_cero,15,pago_algun_credito,coche_nuevo,3959,menor_100,1_a_4,3,mujer_no_soltera,,2,seguro_vida,29,,propia,1,gobierno,1,1,1,0
sin_cuenta,9,pago_algun_credito,coche_nuevo,3577,100_a_500,1_a_4,1,hombre_soltero,aval,2,bienes_raices,26,,renta,1,gobierno,2,0,0,1
