satisfaccion,evaluacion,proyectos,promedio_horas_mes,semestre,accidente,renunciar,ascenso_5years,departamento,salario
5.3,5.6,4,281,6,0,1,0,recursos humanos,medio
3.9,5.1,2,151,3,0,1,0,recursos humanos,medio
1.1,8.3,6,244,4,0,1,0,recursos humanos,medio
1,9.4,6,309,4,0,1,0,mantenimiento,medio
8.4,10,5,218,5,0,1,0,mantenimiento,medio
8.2,9.9,4,263,6,0,1,0,mantenimiento,medio
1,8.2,6,244,4,0,1,0,mantenimiento,medio
5.9,4.9,7,263,4,0,1,0,mantenimiento,medio
4.4,4.8,2,143,3,0,1,0,mantenimiento,medio
8.9,9.5,2,181,5,0,1,0,mantenimiento,medio
9.1,8.4,5,265,5,0,1,0,mantenimiento,medio
6.6,5.7,5,161,5,0,1,0,mantenimiento,alto
1.1,8.7,7,282,5,0,1,0,mantenimiento,bajo
4.3,5.1,2,155,3,0,1,0,mantenimiento,medio
7.8,8.3,4,217,6,0,1,0,soporte,medio
1.1,9.7,6,289,5,0,1,0,soporte,medio
8.3,9.8,4,259,5,0,1,0,soporte,medio
3.9,5.4,2,158,3,0,1,0,soporte,bajo
3.8,5.5,2,158,3,0,1,0,soporte,bajo
3.7,5.7,2,155,3,0,1,0,soporte,bajo
4.4,4.8,2,146,3,0,1,0,soporte,bajo
5.3,8.5,2,164,5,0,1,0,soporte,bajo
0.9,9.6,6,259,4,0,1,0,soporte,bajo
1.1,8.9,6,293,4,0,1,0,soporte,bajo
8.3,9.6,5,275,5,0,1,0,soporte,bajo
8.8,10,5,219,6,1,1,0,mantenimiento,bajo
1,8.9,6,247,4,0,1,0,mantenimiento,bajo
0.9,8.6,7,309,4,0,1,0,mantenimiento,bajo
4.4,5.4,2,151,3,0,1,0,administración,bajo
3.9,5.1,2,129,3,0,1,0,informática,bajo
8.7,9.4,4,274,5,0,1,0,informática,bajo
7.4,9.9,4,233,5,0,1,0,informática,bajo
1,9.5,7,289,4,0,1,0,informática,bajo
7.4,8.2,4,239,6,0,1,0,informática,bajo
7.5,9.9,5,221,5,0,1,0,desarrollo de producto,bajo
4.1,5.6,2,150,3,0,1,0,desarrollo de producto,bajo
4.1,4.5,2,144,3,1,1,0,desarrollo de producto,bajo
0.9,9,7,289,4,0,1,0,desarrollo de producto,bajo
0.9,8,6,301,5,0,1,0,informática,medio
3.9,5.7,2,145,3,0,1,0,contabilidad,medio
4,5.6,2,137,3,0,1,0,contabilidad,medio
3.7,5.4,2,131,3,1,1,0,recursos humanos,medio
1,8.4,6,246,4,0,1,0,recursos humanos,medio
4.3,5.1,2,136,3,0,1,0,recursos humanos,medio
7.5,8.5,5,240,6,1,1,0,mercadotecnia,medio
3.7,5.6,2,156,3,0,1,0,ventas,medio
1.1,8.5,6,305,4,0,1,0,contabilidad,medio
4.5,4.5,2,154,3,1,1,0,soporte,medio
8.7,10,5,261,5,1,1,0,mantenimiento,medio
1.1,9.4,7,244,4,0,1,0,administración,medio
4.5,5.4,2,129,3,0,1,0,mercadotecnia,alto
8.1,8.7,4,254,5,0,1,0,mercadotecnia,bajo
7.7,9.1,5,236,5,0,1,0,mercadotecnia,medio
8.9,9.2,5,237,5,0,1,0,ventas,medio
4.3,4.9,2,135,3,0,1,0,ventas,medio
7.8,10,5,236,5,0,1,0,ventas,medio
3.7,4.7,2,149,3,0,1,0,ventas,bajo
3.7,5,2,141,3,0,1,0,ventas,bajo
8.5,8.2,4,270,5,0,1,0,ventas,bajo
4.1,4.7,2,138,3,0,1,0,ventas,bajo
1.1,9.6,6,298,4,0,1,0,ventas,bajo
7.5,9.9,5,254,5,0,1,0,ventas,bajo
8.2,8.5,5,248,5,0,1,0,ventas,bajo
7.9,10,5,257,6,0,1,0,ventas,bajo
4.3,5.3,2,150,3,0,1,0,ventas,bajo
1,9,7,281,4,0,1,0,ventas,bajo
4.6,4.8,2,141,3,1,1,0,ventas,bajo
4.3,5.7,2,157,3,0,1,0,ventas,bajo
4.3,5.5,2,136,3,0,1,0,ventas,bajo
1.1,8,7,296,4,0,1,0,ventas,bajo
0.9,8.6,6,279,4,0,1,0,ventas,bajo
3.7,5.3,2,131,3,0,1,0,ventas,bajo
4,5.7,2,160,3,0,1,0,contabilidad,bajo
1,7.7,7,291,4,0,1,0,contabilidad,bajo
4.1,5.3,2,157,3,0,1,0,contabilidad,bajo
7.9,5.8,3,294,4,0,1,0,recursos humanos,bajo
1.1,7.9,7,310,4,0,1,0,recursos humanos,bajo
1,9.7,6,282,4,0,1,0,recursos humanos,medio
4.4,5.1,2,134,3,0,1,0,recursos humanos,medio
2.5,4.6,4,214,4,0,1,0,mantenimiento,medio
4.4,5.2,2,137,3,0,1,0,mantenimiento,medio
7.3,10,4,252,5,0,1,0,mantenimiento,medio
7.5,9.7,5,243,6,0,1,0,mantenimiento,medio
3.6,4.7,2,148,3,0,1,0,mantenimiento,medio
3.7,4.9,2,151,3,0,1,0,mantenimiento,medio
3.9,4.9,2,129,3,0,1,0,mantenimiento,medio
4.8,7.8,2,198,2,0,1,0,mantenimiento,medio
5.7,7.2,4,275,6,0,1,0,mantenimiento,medio
9,9.6,5,243,5,0,1,0,mantenimiento,medio
3.9,5.5,2,159,3,0,1,0,mantenimiento,alto
4.4,5.1,2,145,3,0,1,0,soporte,bajo
8.1,8.8,5,242,5,0,1,0,soporte,medio
7.4,8.7,5,242,5,0,1,0,soporte,medio
4.4,5.6,2,145,3,0,1,0,soporte,medio
4.1,5.6,2,154,3,0,1,1,soporte,medio
4,5.1,2,139,3,0,1,0,soporte,bajo
4.6,5.7,2,152,3,0,1,0,soporte,bajo
8,8.3,2,211,3,0,1,0,soporte,bajo
8.7,9,5,258,5,0,1,0,soporte,bajo
3.9,5.4,2,155,3,0,1,0,soporte,bajo
3.8,5.5,2,148,3,0,1,0,soporte,bajo
6.6,6.7,2,255,3,0,1,0,mantenimiento,bajo
1,8,6,264,4,0,1,0,mantenimiento,bajo
3.7,5.4,2,132,3,0,1,0,mantenimiento,bajo
1,7.7,6,255,4,0,1,0,administración,bajo
0.9,8.7,5,263,4,0,1,0,informática,bajo
8.6,8.4,5,222,5,0,1,0,informática,bajo
1.1,9,6,263,4,0,1,0,informática,bajo
3.7,4.6,2,157,3,0,1,0,informática,bajo
1.1,9.2,7,307,4,0,1,0,informática,bajo
7.7,9.8,5,259,6,0,1,0,desarrollo de producto,bajo
8.4,9.4,5,222,6,0,1,0,desarrollo de producto,bajo
1,8.4,7,250,4,0,1,0,desarrollo de producto,bajo
8.3,9,5,245,5,0,1,0,desarrollo de producto,bajo
1.1,7.9,6,292,4,0,1,0,informática,bajo
8.6,9.2,5,252,5,0,1,0,Investigación,bajo
3.8,5.6,2,161,3,0,1,0,Investigación,medio
1.1,8.8,5,250,4,0,1,0,Investigación,medio
4.5,4.9,2,134,3,0,1,0,Investigación,medio
1,8.5,7,279,4,0,1,0,Investigación,medio
0.9,9.5,7,256,4,0,1,0,mercadotecnia,medio
3.9,5.3,2,127,3,0,1,0,ventas,medio
3.7,4.7,2,138,3,1,1,0,contabilidad,medio
8.1,9.7,5,243,5,0,1,0,soporte,medio
0.9,9,7,296,4,0,1,0,mantenimiento,medio
1,8.8,7,267,4,0,1,0,administración,medio
3.9,4.9,2,144,3,0,1,0,mercadotecnia,medio
8.3,9.5,4,251,5,0,1,0,mercadotecnia,medio
4.5,5.7,2,148,3,0,1,0,mercadotecnia,alto
4.3,5.1,2,141,3,0,1,0,ventas,bajo
8,7.5,3,268,2,0,1,0,ventas,medio
1,8.6,6,247,4,0,1,0,ventas,medio
1,5.5,2,247,4,0,1,0,ventas,medio
3.6,5.2,2,146,3,0,1,0,ventas,medio
3.8,5,2,140,3,0,1,0,ventas,bajo
7.8,9.8,5,263,6,0,1,0,ventas,bajo
4.4,4.9,2,145,3,0,1,0,ventas,bajo
4.1,4.6,2,156,3,1,1,0,ventas,bajo
7.2,8.5,5,244,6,0,1,0,ventas,bajo
4.6,5.4,2,144,3,0,1,0,ventas,bajo
1,9,7,286,4,0,1,0,ventas,bajo
3.4,6.7,4,141,2,0,1,0,ventas,bajo
1.1,8.9,6,260,5,0,1,0,ventas,bajo
3.8,5.6,2,154,3,0,1,0,ventas,bajo
8.2,9.2,5,225,5,0,1,0,ventas,bajo
3.9,5.7,2,127,3,0,1,0,ventas,bajo
4.4,5.3,2,140,3,0,1,0,ventas,bajo
4.3,5.2,2,147,3,0,1,0,ventas,bajo
8.4,8.3,4,227,5,0,1,0,contabilidad,bajo
4.3,4.8,2,153,3,0,1,0,contabilidad,bajo
3.7,5.2,2,128,3,0,1,0,contabilidad,bajo
7.4,9.7,4,228,5,0,1,0,recursos humanos,bajo
7.3,9.7,5,235,5,0,1,0,recursos humanos,bajo
3.7,4.7,2,148,3,0,1,0,recursos humanos,bajo
5.8,6.2,4,238,3,0,1,0,recursos humanos,bajo
4,5.4,2,141,3,0,1,0,mantenimiento,medio
5.1,8.3,5,249,4,0,1,0,mantenimiento,medio
4.6,5,2,151,3,0,1,0,mantenimiento,medio
4.5,5.4,2,129,3,0,1,0,mantenimiento,medio
4.6,5,2,156,3,0,1,0,mantenimiento,medio
3.9,4.5,2,134,3,0,1,0,mantenimiento,medio
0.9,8.8,6,269,4,0,1,0,mantenimiento,medio
0.9,7.7,6,290,4,0,1,0,mantenimiento,medio
3.7,5.1,2,132,3,0,1,0,mantenimiento,medio
1,8.9,7,308,4,0,1,0,mantenimiento,medio
7.7,10,4,232,5,0,1,0,mantenimiento,medio
7.9,8.6,5,235,5,0,1,0,soporte,medio
4.3,5.5,2,130,3,0,1,0,soporte,alto
3.8,5.3,2,146,3,0,1,0,soporte,bajo
7.7,9.1,5,221,6,0,1,0,soporte,medio
4.4,5,2,130,3,0,1,0,soporte,medio
3.9,4.6,2,136,3,0,1,0,soporte,medio
7.8,8.9,5,274,6,0,1,0,soporte,medio
1,7.9,6,256,5,0,1,0,soporte,bajo
1,7.7,5,276,4,0,1,0,soporte,bajo
7.5,8.5,5,267,5,0,1,0,soporte,bajo
4.6,6.2,6,213,3,0,1,0,soporte,bajo
9.1,9.7,4,274,6,0,1,0,mantenimiento,bajo
1,9.2,6,258,4,0,1,0,mantenimiento,bajo
7.2,6,3,153,5,0,1,0,mantenimiento,bajo
1.1,9.5,6,245,4,0,1,0,administración,bajo
1.1,9.4,6,264,4,0,1,0,informática,bajo
4.6,5.7,2,154,3,0,1,0,informática,bajo
3.7,4.6,2,149,3,0,1,0,informática,bajo
4.6,5,2,157,3,0,1,0,informática,bajo
4.3,5.7,2,127,3,0,1,0,informática,bajo
1.1,8.2,6,270,4,0,1,0,desarrollo de producto,bajo
7.3,8.9,5,236,6,0,1,0,desarrollo de producto,bajo
4.3,4.7,2,158,3,0,1,0,desarrollo de producto,bajo
8.6,10,5,229,5,0,1,0,desarrollo de producto,bajo
1,8.3,6,269,4,0,1,0,informática,bajo
4,4.9,2,128,3,0,1,0,ventas,bajo
1.1,8.7,7,278,4,0,1,0,ventas,bajo
8.6,9.8,3,158,5,0,1,0,ventas,bajo
4.2,10,3,202,3,0,1,0,ventas,medio
7.9,8.4,4,240,5,0,1,0,ventas,medio
1,9.6,7,255,4,0,1,0,mercadotecnia,medio
0.9,9.2,7,254,4,0,1,0,ventas,medio
0.9,8.2,6,257,4,0,1,0,contabilidad,medio
8.7,10,4,228,5,0,1,0,soporte,medio
3.6,4.9,2,145,3,0,1,0,mantenimiento,medio
4.2,7.5,3,218,4,0,1,0,administración,medio
8.4,8.6,5,268,5,0,1,0,mercadotecnia,medio
1,8.3,6,278,4,0,1,0,mercadotecnia,medio
7.8,7.1,3,249,5,0,1,0,mercadotecnia,medio
3.5,9.9,3,236,4,0,1,0,ventas,medio
1,8.1,7,291,4,0,1,0,ventas,alto
1.1,8,6,306,4,0,1,0,ventas,bajo
4.3,4.8,2,135,3,0,1,0,ventas,medio
3.8,4.5,2,156,3,0,1,0,ventas,medio
4.6,5.4,2,143,3,0,1,0,ventas,medio
8.9,8.2,4,243,5,0,1,0,ventas,medio
4.5,5,2,147,3,0,1,0,ventas,bajo
4.4,5.3,2,159,3,0,1,0,ventas,bajo
7.4,5.4,5,216,3,0,1,0,ventas,bajo
4.5,5.4,2,152,3,0,1,0,ventas,bajo
7.9,9.3,4,226,5,0,1,0,ventas,bajo
7.9,9.1,5,271,5,0,1,0,ventas,bajo
1.1,8.7,6,255,4,0,1,0,ventas,bajo
4.2,4.8,2,140,3,0,1,0,ventas,bajo
6.4,9,6,252,2,0,1,0,ventas,bajo
4,5.5,2,159,3,0,1,0,ventas,bajo
8.4,9.8,5,270,5,0,1,0,ventas,bajo
7.3,9.2,5,232,5,0,1,0,ventas,bajo
4,5.1,2,144,3,0,1,0,contabilidad,bajo
3.6,4.5,2,127,3,0,1,0,contabilidad,bajo
4.3,4.7,2,131,3,0,1,0,contabilidad,bajo
1.1,7.8,6,243,4,0,1,0,recursos humanos,bajo
9.1,10,5,244,6,0,1,0,recursos humanos,bajo
8,10,5,260,5,0,1,0,recursos humanos,bajo
4.2,4.9,2,139,3,0,1,0,recursos humanos,bajo
3.1,8.7,4,184,3,0,1,0,mantenimiento,bajo
4.4,4.7,2,130,3,0,1,0,mantenimiento,bajo
3.8,5.4,2,135,3,0,1,0,mantenimiento,medio
4.5,5.6,2,146,3,0,1,0,mantenimiento,medio
4.3,4.6,2,149,3,0,1,0,mantenimiento,medio
4.5,4.6,2,153,3,1,1,0,mantenimiento,medio
4.3,5.7,2,160,3,0,1,0,mantenimiento,medio
4.3,4.9,2,160,3,0,1,0,mantenimiento,medio
0.9,8.3,6,282,4,0,1,0,mantenimiento,medio
4.3,4.7,2,128,3,0,1,0,mantenimiento,medio
7.9,9.4,4,232,5,0,1,0,mantenimiento,medio
8.5,5.8,3,226,2,0,1,0,soporte,medio
3.8,4.5,2,129,3,0,1,0,soporte,medio
1.1,9.2,7,255,4,0,1,0,soporte,medio
8.3,9.9,5,258,5,0,1,0,soporte,alto
8.1,9.1,4,229,5,0,1,0,soporte,bajo
4.2,5.6,2,143,3,0,1,0,soporte,medio
1.1,8.7,6,257,4,0,1,0,soporte,medio
1.1,8.5,7,275,4,0,1,0,soporte,medio
1,8.9,7,291,4,0,1,0,soporte,medio
5,5.4,5,153,4,0,1,0,soporte,bajo
4.4,4.9,2,154,3,0,1,0,soporte,bajo
1.1,9,6,301,4,0,1,0,mantenimiento,bajo
3.9,5.2,2,134,3,0,1,0,mantenimiento,bajo
1.1,7.8,6,245,4,0,1,0,mantenimiento,bajo
3.6,5,2,132,3,0,1,0,administración,bajo
4.3,5.1,2,130,3,0,1,0,informática,bajo
4,5,2,127,3,0,1,0,informática,bajo
8.6,8.4,4,246,6,0,1,0,informática,bajo
3.8,4.9,2,145,3,0,1,0,informática,bajo
4.6,4.5,2,138,3,0,1,1,informática,bajo
3.7,5.7,2,129,3,0,1,0,desarrollo de producto,bajo
4.3,5.2,2,150,3,0,1,0,desarrollo de producto,bajo
6.6,9.3,5,253,5,0,1,0,desarrollo de producto,bajo
3.7,4.8,2,160,3,0,1,0,desarrollo de producto,bajo
7.7,9.2,5,235,5,0,1,0,informática,bajo
3.8,5.5,2,151,3,0,1,0,ventas,bajo
3.9,5.4,2,127,3,0,1,0,ventas,bajo
4.1,5.5,2,151,3,0,1,0,ventas,bajo
1,9,7,290,4,0,1,0,ventas,bajo
0.9,9.3,6,249,4,0,1,0,ventas,bajo
4.1,4.7,2,131,3,0,1,0,mercadotecnia,medio
3.9,4.6,2,159,3,0,1,0,ventas,medio
8.3,9.9,4,223,5,0,1,0,contabilidad,medio
0.9,8.7,3,214,2,0,1,0,soporte,medio
7.5,8.1,5,227,5,0,1,0,mantenimiento,medio
4.4,5.4,2,127,3,0,1,0,administración,medio
1,8.4,6,293,5,0,1,0,mercadotecnia,medio
4.2,4.6,2,141,3,0,1,0,mercadotecnia,medio
1,8.3,6,300,4,0,1,0,mercadotecnia,medio
1,8.6,6,309,4,0,1,0,ventas,medio
3.1,7.7,4,149,3,0,1,0,ventas,medio
4.2,5.4,2,159,3,0,1,0,ventas,medio
3.8,5,2,152,3,0,1,0,ventas,alto
3.9,5.7,2,158,3,0,1,0,ventas,bajo
1,9.7,6,254,5,0,1,0,ventas,medio
1.1,9.3,6,294,4,0,1,0,ventas,medio
1,9.2,7,269,4,0,1,0,ventas,medio
1.1,9,7,247,4,0,1,0,ventas,medio
4.4,6.5,3,271,4,0,1,0,ventas,bajo
9.1,9.6,4,232,5,0,1,0,ventas,bajo
7.2,10,4,245,5,0,1,0,ventas,bajo
3.6,4.6,2,132,3,0,1,0,ventas,bajo
4.4,5.7,2,131,3,0,1,0,ventas,bajo
8.5,9.9,5,248,5,0,1,0,ventas,bajo
7.8,9.3,5,225,5,0,1,0,ventas,bajo
3.9,4.6,2,156,3,0,1,0,ventas,bajo
7.8,8.1,3,222,2,0,1,0,ventas,bajo
1,9.2,6,243,4,1,1,0,ventas,bajo
2.3,9.9,4,204,4,1,1,0,contabilidad,bajo
1.1,8.7,6,301,4,0,1,0,contabilidad,bajo
9,8.3,5,259,5,0,1,0,contabilidad,bajo
9.1,8.9,4,247,5,0,1,0,recursos humanos,bajo
1.1,7.9,7,295,4,0,1,0,recursos humanos,bajo
4.3,5.4,2,150,3,0,1,0,recursos humanos,bajo
4.5,4.9,2,151,3,0,1,0,recursos humanos,bajo
1.1,9.1,5,291,4,0,1,0,mantenimiento,bajo
1.1,9.3,6,253,4,1,1,0,mantenimiento,bajo
4.3,5,2,161,3,0,1,0,mantenimiento,bajo
9.1,9.7,4,251,6,0,1,0,mantenimiento,bajo
4.3,5.5,2,153,3,0,1,0,mantenimiento,medio
8.5,8.2,5,264,6,0,1,0,mantenimiento,medio
1,7.7,6,310,4,0,1,0,mantenimiento,medio
8.1,9.5,5,266,5,0,1,0,mantenimiento,medio
3.6,6.2,4,237,2,0,1,0,mantenimiento,medio
4.5,5.4,2,138,3,0,1,0,mantenimiento,medio
8.6,10,5,227,5,0,1,0,mantenimiento,medio
7.1,10,4,300,5,0,1,0,soporte,medio
1.1,9.7,7,310,4,0,1,0,soporte,medio
8.4,9.3,5,236,5,0,1,0,soporte,medio
0.9,9.7,7,288,4,0,1,0,soporte,medio
3.8,4.9,2,127,3,0,1,0,soporte,medio
1.5,5.5,6,139,4,0,1,0,soporte,alto
1,9.2,7,253,4,1,1,0,soporte,bajo
8,9.7,4,218,5,1,1,0,soporte,medio
8.4,9.7,5,251,5,0,1,0,soporte,medio
1.1,8.7,6,264,4,0,1,0,soporte,medio
8.9,7.9,3,149,2,0,1,0,soporte,medio
4.5,5.1,2,138,3,0,1,0,mantenimiento,bajo
1.1,9.3,7,284,4,0,1,0,mantenimiento,bajo
7.4,9.3,5,244,5,0,1,0,mantenimiento,bajo
4.1,5,2,128,3,0,1,0,administración,bajo
4.4,5.3,2,154,3,0,1,0,informática,bajo
3.7,5.6,2,138,3,0,1,0,informática,bajo
1.1,8.6,6,308,4,0,1,0,informática,bajo
1,9.3,6,269,4,0,1,0,informática,bajo
7,7.4,6,136,3,0,1,0,informática,bajo
5.9,10,2,160,5,0,1,0,desarrollo de producto,bajo
3.8,5.3,2,138,3,0,1,0,desarrollo de producto,bajo
7.2,9.5,4,220,5,0,1,0,desarrollo de producto,bajo
7.3,10,5,274,5,0,1,0,desarrollo de producto,bajo
3.9,4.8,2,161,3,0,1,0,informática,bajo
8.9,8.2,5,224,6,0,1,0,Investigación,bajo
8.9,10,4,260,5,0,1,0,Investigación,bajo
1.1,7.8,6,300,4,1,1,0,Investigación,bajo
4.3,5.6,2,133,3,0,1,0,Investigación,bajo
0.9,9.3,6,308,4,0,1,0,Investigación,bajo
8.1,9,5,238,6,0,1,0,mercadotecnia,bajo
3.7,5.3,2,126,3,0,1,0,ventas,bajo
3.6,5.6,2,138,3,0,1,0,contabilidad,medio
1.1,8.5,6,299,4,0,1,0,soporte,medio
1,8.5,6,254,4,0,1,0,mantenimiento,medio
6.6,4.7,7,156,2,0,1,0,administración,medio
3.9,4.7,2,152,3,0,1,0,mercadotecnia,medio
4.4,5.1,2,146,3,0,1,0,mercadotecnia,medio
1,8.4,6,253,4,0,1,0,mercadotecnia,medio
7.9,9.4,5,227,6,0,1,0,ventas,medio
1,8.1,6,301,4,1,1,0,ventas,medio
5.4,9.4,6,294,3,0,1,0,ventas,medio
3.7,4.7,2,151,3,0,1,0,ventas,medio
3.7,5.7,2,128,3,0,1,0,ventas,medio
8.2,8.9,5,217,5,0,1,0,ventas,alto
4.5,5.2,2,160,3,0,1,0,ventas,bajo
7.9,9,5,263,5,0,1,0,ventas,medio
4.2,5.6,2,156,3,0,1,0,ventas,medio
1,8.5,6,273,4,0,1,0,ventas,medio
1.1,7.8,6,303,4,0,1,0,ventas,medio
7.4,10,4,253,5,0,1,0,ventas,bajo
1,9.3,6,270,4,0,1,0,ventas,bajo
7.9,10,4,218,5,0,1,0,ventas,bajo
4.3,4.8,2,144,3,0,1,0,ventas,bajo
4.1,4.7,2,154,3,0,1,0,ventas,bajo
3.9,5.5,2,146,3,0,1,0,ventas,bajo
1,9.4,6,260,4,0,1,0,ventas,bajo
8.2,8.5,5,218,5,0,1,0,ventas,bajo
4.1,4.6,2,128,3,0,1,0,contabilidad,bajo
4.2,5.6,2,128,3,0,1,0,contabilidad,bajo
7.4,8.8,4,248,6,0,1,0,contabilidad,bajo
3.8,5.7,2,152,3,1,1,0,recursos humanos,bajo
3.9,5.6,2,126,3,0,1,0,recursos humanos,bajo
8.7,9.4,4,260,5,0,1,0,recursos humanos,bajo
1,9,5,263,4,0,1,0,recursos humanos,bajo
7.8,10,5,220,5,0,1,0,mantenimiento,bajo
1.4,7.3,7,282,5,0,1,0,mantenimiento,bajo
1.1,9.4,6,277,5,0,1,0,mantenimiento,bajo
9.1,9.4,5,257,5,0,1,0,mantenimiento,bajo
4.9,6.3,6,265,3,0,1,0,mantenimiento,bajo
3.8,4.7,2,143,3,0,1,0,mantenimiento,bajo
8.2,9.7,5,263,5,0,1,0,mantenimiento,medio
3.8,8.8,3,154,4,0,1,0,mantenimiento,medio
8.9,10,5,253,5,0,1,0,mantenimiento,medio
1.1,7.9,6,294,4,0,1,0,mantenimiento,medio
3.7,5.1,2,128,3,0,1,0,mantenimiento,medio
3.8,5,2,153,3,0,1,0,soporte,medio
7.8,8.7,5,256,5,0,1,0,soporte,medio
4.1,5.1,2,127,3,0,1,0,soporte,medio
4.1,5.1,2,137,3,0,1,0,soporte,medio
1.1,8.3,6,295,4,0,1,0,soporte,medio
1.1,7.9,6,281,4,0,1,0,soporte,medio
4.3,5.7,2,131,3,1,1,0,soporte,medio
7.5,8.6,5,237,5,0,1,0,soporte,alto
7.4,9.9,4,276,5,0,1,0,soporte,bajo
8.5,8.5,5,267,5,0,1,0,soporte,medio
7.3,9.2,5,266,5,0,1,0,soporte,medio
1,7.9,6,294,4,0,1,0,mantenimiento,medio
4.4,5.6,2,134,3,0,1,0,mantenimiento,medio
3,5.6,3,309,4,1,1,0,mantenimiento,bajo
1.1,7.7,7,273,4,0,1,0,administración,bajo
8.4,8.3,5,238,5,0,1,0,informática,bajo
7.8,9.4,5,271,6,0,1,0,informática,bajo
4.3,5.3,2,145,3,0,1,0,informática,bajo
3.6,5.5,2,152,3,0,1,0,informática,bajo
4.3,4.7,2,128,3,0,1,0,informática,bajo
4.5,4.6,2,142,3,0,1,0,desarrollo de producto,bajo
7.6,9.3,5,238,5,0,1,0,desarrollo de producto,bajo
1,7.8,7,286,4,0,1,0,desarrollo de producto,bajo
0.9,8.6,6,291,4,0,1,0,desarrollo de producto,bajo
9.2,10,5,259,5,0,1,0,informática,bajo
9.2,9,5,248,5,0,1,0,ventas,bajo
7.9,9.8,4,271,5,0,1,0,ventas,bajo
4.3,5.1,2,140,3,0,1,0,ventas,bajo
8,9.5,4,274,5,0,1,0,ventas,bajo
4.4,4.9,2,127,3,1,1,0,ventas,bajo
8.9,8.7,5,275,6,0,1,0,mercadotecnia,bajo
4.8,8.8,3,239,3,0,1,0,ventas,bajo
1.1,8.2,6,304,4,1,1,0,contabilidad,bajo
3.8,5.5,2,145,3,0,1,0,soporte,bajo
1.1,8.5,6,259,4,0,1,0,mantenimiento,medio
8.2,8.6,4,264,5,0,1,0,administración,medio
3.7,4.5,2,160,3,0,1,0,mercadotecnia,medio
4,4.8,2,138,3,0,1,0,mercadotecnia,medio
4.3,4.7,2,137,3,0,1,0,mercadotecnia,medio
4.4,5,2,156,3,0,1,0,ventas,medio
4.2,5.6,2,147,3,0,1,0,ventas,medio
1.1,8,7,243,4,0,1,0,ventas,medio
7.8,8.7,4,236,5,0,1,0,ventas,medio
4.6,8.6,2,212,4,0,1,0,ventas,medio
7.7,9.1,5,261,6,0,1,0,ventas,medio
8.3,8.2,4,243,5,0,1,0,ventas,medio
3.2,5.8,5,271,5,0,1,0,ventas,alto
9,9.2,5,154,4,0,1,0,ventas,bajo
4.2,5.2,2,151,3,0,1,0,ventas,medio
1,9.6,6,254,4,1,1,0,ventas,medio
1,9.1,6,285,4,0,1,0,ventas,medio
4.4,4.9,2,130,3,0,1,0,ventas,medio
1,9.5,7,301,4,0,1,0,ventas,bajo
1.1,8,6,286,4,0,1,0,ventas,bajo
1,8.9,6,246,4,0,1,0,ventas,bajo
3.9,4.7,2,135,3,0,1,0,ventas,bajo
9.2,9.2,4,245,5,0,1,0,ventas,bajo
4.3,5.6,2,136,3,0,1,0,ventas,bajo
1.1,8.9,6,301,4,0,1,0,contabilidad,bajo
8.1,10,5,235,5,0,1,0,contabilidad,bajo
1.1,8.5,7,272,4,0,1,0,contabilidad,bajo
8.7,10,5,274,5,0,1,0,recursos humanos,bajo
3.7,4.6,2,131,3,0,1,0,recursos humanos,bajo
3.9,5.6,2,135,3,0,1,0,recursos humanos,bajo
6.1,8.6,4,196,4,0,1,0,recursos humanos,bajo
1.1,9.5,6,285,4,0,1,0,mantenimiento,bajo
0.9,9,7,289,5,0,1,0,mantenimiento,bajo
3.6,5.2,2,157,3,0,1,0,mantenimiento,bajo
0.9,9.4,6,308,4,0,1,0,mantenimiento,bajo
4.1,7.1,4,301,5,0,1,0,mantenimiento,bajo
4,4.6,2,131,3,0,1,0,mantenimiento,bajo
1,9.1,6,262,5,1,1,0,mantenimiento,bajo
4.6,5.3,2,143,3,1,1,0,mantenimiento,bajo
3.9,5.7,2,133,3,0,1,0,mantenimiento,medio
4.1,5,2,153,3,0,1,0,mantenimiento,medio
1,9.4,7,281,4,0,1,0,mantenimiento,medio
3.9,5.1,2,132,3,0,1,0,soporte,medio
7.3,8.3,5,270,5,1,1,0,soporte,medio
4.1,4.5,2,150,3,0,1,0,soporte,medio
3.7,5.1,2,140,3,0,1,0,soporte,medio
3.8,5,2,150,3,1,1,0,soporte,medio
8,6.3,5,180,5,0,1,0,soporte,medio
0.9,8.5,5,281,4,0,1,0,soporte,medio
8.5,9.2,4,275,5,0,1,0,soporte,medio
4.2,5.4,2,130,3,0,1,0,soporte,medio
4.1,4.8,2,130,3,0,1,0,soporte,alto
3.8,4.6,2,147,3,0,1,0,soporte,bajo
7.2,10,5,264,5,0,1,0,mantenimiento,medio
1.1,7.4,6,290,5,0,1,0,mantenimiento,medio
3.7,4.7,2,150,3,0,1,0,mantenimiento,medio
1,8.1,6,304,4,0,1,0,administración,medio
3.6,5.4,2,136,3,0,1,0,informática,bajo
9.2,9.4,5,307,5,0,1,0,informática,bajo
1.1,8.7,5,303,4,0,1,0,informática,bajo
3.9,5.6,2,156,3,0,1,0,informática,bajo
1.1,9.5,6,271,4,0,1,0,informática,bajo
4.5,4.5,2,140,3,0,1,0,desarrollo de producto,bajo
4.4,5.5,2,130,3,1,1,0,desarrollo de producto,bajo
